id,label,tweet
59,1,15000 me is jese 15 set ajaygay is me he kya nokia walo ka dimakh kharab hogay ha 
60,1,17 crore awam ko 20 crore main baech dia . aglay raymond ka shikar hum ya humare piyarey bahi ho saktey hain in begairt hukrano say bacha
61,1,1o a yeh pakistani cloth rakhi nay pehnay huway hain gud yar aur american prostitute jaisa libaas veena nay thats too gud 2who was that sala zobi dobi 3i love that zubi dubi q kay uss ki waja say veena ki thukaee hoee
62,1,1st of all jo hova bohat galat hova mager xulqarnain haider ko aisa nahe krna chahiye tha bcox jaise unhun nai kiya hai aisay buxdil log krtay hain n jahan tk rahe pcb ki baat to i m sure ye sb pcb nay he kiya hai adnan akmal ko in krnay k liye ................ 
63,1,2 gont pani ho to dub kar mar jayo
64,1,2 din ma 17k price kam ho gy ha ya kya standard ha iphone ka . 
65,1,2 do takky k log siasat kr rhy hy
66,1,2 front camra kis kam ki jb save ki memory na ho . aur battry 2gante chale
67,1,2 kannnjjjjar tv per
68,1,2 saal main tw hamid mir ka goli lagne wala drama b complete nhi hua school kaisy theek hongay
69,1,"2 se gum hain khan g no tweet 😬, hum afsurda hain"
70,1,2 takay ki naqli moochen aur 4 aanay ka bekaar hairband laga ker qasai hi lagay gaa ;) 
71,1,20 sal say nahusat phelai hui hai tum nay .. ab jan chor do .. laalchi admi .. 
72,1,"2005 imran khan k liay zilat bhara saal raha , specially karachi sy jo zilat in ko mili hy woh yaad rakhny wali hy"
73,1,2014 bura raha aur inshallah 2015 b bura rahay ga imran khan kay liya
74,1,2015 imran khan k lia bura sal raha . 
75,1,300 se zidha bike 10 cars 100 school adopt har village k wadere ko 15 lac . mir sab shaft karin dalali nai . allah ne new life di
76,1,35 punctures wala jhoota insan mein kabi b apni qom se jhoot nahein bologna sirf pm banene k laye jhoot bologna
77,1,3rd class darama junaid nay apni ayashi karnay kay bad realize kia kay wo us say muhabat nahe karta aur ayesha b waisi hi nikli kay us kay janay ka wait karti rahi . 
78,1,4 5 month drama deikho time nikaal k dilchaspi sy sari episode deikhi or ghatia end kia is dramy ka writer pagal ho gya tha end py jo end fazool kia﻿
79,1,"4 din reh gye baaki bhoot k aanay main phir pkaaou aaye ga or aa kr dimagh ka d , hi kray ga ........ "
80,1,4 dn pehly kuch lifafio ko kehty suna tha 2 nov ko imran khan ki siasat khatm ho jayegi kia hua un lifafio ka aj
81,1,4g bass likha howa hai chalta nai hai
82,1,"5 din pehle 1 dost ko dilwaya hai ye set , is ka display bohat hi ghatya hai "
83,1,5 match khelnay walay ko analyst banaya hua ap logon ne
84,1,5 . 7 inch py 3300mah battery dey ra hai samsung bohat disappointed 
85,1,"50 % walay nay intel se baat karli hogi , ya phir kisi bahir ki company ko project dediya hoga , kyon k next election mein tu is ka koi face bhi dekhna passand nahi karay ga . "
86,1,"5th episode kay baad bhi bohot boring hai ye drama . promotions main to ye dawa kiya tha kay ye drama mehnga tareen serial hai lekin wo tamam paisay kahan lagay , ye abhi tak to kaheen bhi dikhayee nehi de raha . "
87,1,6 dafa dekh li ye bakwas movie ... tumhen aur koi kaam nahi hai ? 
88,1,68 yrs me ye pehle wise hukmran aaye hn jinhon ne chutti khatam ki is se pehley wale sab foolish thay ? 
89,1,"70 saal se jis ne ye ' gand ' pehlaya h , safahi may kuch time lgay ga . "
90,1,900 chohy kha k bili hajj ko challi
91,1,9th or 10th k exams alag alag hone chaiye . i think hukumt k children nahi parahte hein tabhi unhon ne ye decision liye student per itna bojh mat dalein tu acha he . or pata nahi kiya hoga is mulk ka nai hukumat ati he tu chizen sasti honi chaiye lakin yahan tu barh jati hein . or sabse pehle k exms me jo teacher hote hein wo class me student se paise le kar unko cheating karne dete hein is tarahan jin student ne ach yad kiya hota he unka haq mara jata he wese tu pak me ab bas yehi horaha he . lakin ap khud souchein kiy hamara iman itna kacha he k k ham bik jate hein bachon k age
92,1, : eek : mjhy kis cheez ki saza hai ?????????? : cry :: cry :: cry : 
93,1, : hilarious : ham chaat waghera se bhe chun chun k nikal detay hain : rolleyes :: laugh : 
94,1, : unsure2 : khaa lai warna janaaza nahi hoga pir aapka ..;) 
95,1, ? kisi k liye zindagi thi ? ? k0i zindagi k liye tha ? ? kisi ki andher0n me guzri ? ? k0i sirf r0shni k liye tha ? ? kisi nay kiye hukam sadir ? ? k0i sirf bandagi k liye tha ? ? kisi say m0habbat hai itni ? ? k0i sirf dushmani k liye tha ? ? kisi say huay l0g sairaab ? ? k0i sirf tishnagi k liye tha ? ? w0 phir dunya me tha masr00f ? ? k0i sirf usi k liye tha ? ? hua kya agar t0rh dala ? ? ye dil bhi t0 sirf usi ke liye tha ? 
96,1, @ altafbe @ notbasit devil 😣😣😣 karachi bi kismat ka maraa .. ye marta bi nae 😂😂😂
97,1, @ altafbe itna paisa shaukat khanum peshawar main laga dete tou ye din na dekhna parta 😂
98,1, @ get _ lost ... ye bekaar theory kahan say khodi hai tum nay ?... her koi dramay dekh sakta hai .. chaahay mard ho ya aorat . 
99,1," @ guest ... yaqeenan main bohot sabar aur bardasht karoongi . apnay shoher kaa ehtraam karoongi , uss ki baatein bhi manoon gi , uss say bohot pyar karoongi .. agar wo kisi baat per rooth jaayega to ussay zaroor manaoongi . apni taraf say poori koshish karoongi kay ussay jitni khushiyan de sakti hoon , doon . kiran ki tarah bewaqufiyan nahin karoongi , naa hi kisi baat ko bekaar anaa ka masla bana ker jhagray karoon gi . "
100,1, @ hamidmirgeo wah ... kaash india - pakistan mai sab aise hi ho jaayen . tired of hating ... 
101,1, @ imrankhanpti salam khan sb @ imrankhanpti reham ko aag lag gai hogi
102,1, @ imrankhanpti apki hakumat ko chuhun nay nakam kardia hay . ap kia kahein gain ? 
103,1," @ imrankhanpti sharam karo fasadi khan , koi vision nahi , curropt kpk poor niswar govt tamam sector ma fail  & bary curroption ma involve ha . Sharam karo nalayaq pti"
104,1, @ lalin and @ life beautiful ye ooper wala comment kisi ghatiya inssan nay meri fake id bana ker kiya hai .... iss shakhs kay paas itni bhi aqal nahin hai kay apni koi nayee creative id banaaye ... naqalchi jaali insaan !!! 
105,1, @ lahorezindabad .... aur tum kiyun itna jealous ho rahi ho budhi aoraton ki tarah jin ko koi poochhta bhi nahin hai . wesay tum mujhay aik budhi aorat hi lagti ho
106,1, @ lahorezindabad .... main tum jealous budhi aoraton ka sada hua dimagh nahin khaati ... tum jaa ker bhoosa khao ... tujhay main nay apnay bhari haat ka aik chamaat laga diya to cheeekh maaray baghair hi mer jaaegi foran . 
107,1, @ adminsbara achha kiya jo her comment per lagnay waali bekaar moderation hata di :) 
108,1, @ anonymous urf shezad .. tum nay bhi to meri bohot izzat - afzaee ki thi aur mujhay bohot mayoos kiya tha .... jis direction main wo discussion jaa raha tha ... ussay stop kerna hi behter tha .... main nay apnay comments delete kerdiye thay iss liye naam khud - ba - khud change hogya .... khair .... phir bhi .... tum mujhay achay insaan lagtay ho .... iss liye jawab day rahi hoon ... main mardon say darti nahin hoon ... lakin zayda ter ko to bohot na pasand kerti hoon . :) 
109,1," @ furry ... ma janty hon ye sirf aik drama serial ha .. main bhi serial kay character ki hi baat ker rahi thi ... ye qatal - o - gharat ghulam farid ( nauman aijaz ) nay hi shroo ki thi apnay chachay ( sohail ahmed ) kay baray betay ko maar ker , phir apnay sagay baab ko bhi merwa diya nokarani kay zariye .... jab inteqaman chachay ne uss ki behen ( jeeji ) ko qatal kiya to uss ( ghulam farid ) nay chachay kay doosray betay ghulam ali ko bhi maar diya ... ghulam farid ki waja say wo nokrani bhi apni jaan say gayee jiss nay uss kay baap ko qatal kiya tha ... nokraniyon se najaez taluaqt alag hain ... apni donon behenon ki bhi shaadi nahin kerna chahta ... aisay muashary kay nasoor ( ghulam farid ) logon ko maar dena hi behter hai . khas kam , jahan paak . "
110,1, @ hoorain siso sab thek ha bs r me thori garbar ho gai ha na ........... Islya bura buna ha.
111,1, @ kuku20 ary recipe read kr sakta bs bna kuch nai skta :p
112,1, @ kuku20 han kanjoss ho na i know kabhi nahi khilao gy :p
113,1," @ kuku20 kuch nai hunhh, achi report nahi ha : thumbs down : "
114,1," @ kuku20 muje bnana nai ata, jo banati hon bura banta ha : bucktooth : "
115,1, @ kuku20 ye kya baat hui dil torr rahi mera : arghh : 
116,1,a . a mere mulk kay nojawano hakomat ne sms pay tax lega ker hamare garm khoon ko pukara hain zindgi main aik hi rasta tha hum apne chahne walo say sms kay zeria baat cheet ker sakte the or wo be zardari sahab nay humarey gale gont die . dil khool ker muzamat kere hakomat ki ais ahmkana ghalti pay ta kay wo sms per tax lega ker hami maaaaaaaar na dalin
117,1,a . a mere pyare mulk kay nojawano hakomat ne sms pay tax lega ker hamare garm khoon ko pukara hain zindgi main aik hi rasta tha hum apne chahne walo say sms kay zeria baat cheet ker sakte the or wo be zardari sahab nay humarey gale gont die . pls pakistan ke awam ko kehta ho dil khool ker muzamat kere hakomat ki ais ahmkana ghalti pay ta kay wo sms per tax lega ker hami maaaaaaaar na dalin
118,1,a . alaikum is mai in players ki tu ghalti hai or juari manager yawar saeed ka zyada hath is kam mai sab se pehle yawar saeed ko sazza milni chahiye or agr sabit hojaye tu in players ko bhi sakht se sakht saza milni chahiye tak ke or koi players is fixing k bare mai soche bhi tu is in players ko di hue saza yad kare . hamari web ka bhut bhut thanks jo is ap action liya . 
119,1,shaid new genration apne dil kay hatho majboor ho kay ghalat kaam na ker lay . pls voot kere or hakomat ko yeh kaam kerne say roke . 
120,1,a . o . a muj ko bohet dukh howa kay hakomet nay tax lagia . ager ye ho gia tou hamare pass or kuch nahi rahe ga or mobile choot jai ga jiss say zindagi kay din pore kerna hi sirf hamara maqsad ho ga .  
121,1,a . salam . w * 14feb ko log is tarha manatay hai colleges ka bahir university ka gaat par sorry for that mujhay is din sy nafrat ha
122,1,a6a ni hua jo dafa ho gya ...' khas kum jahan pak '... lekin agr itna hi gussa ha to uthwa na len isy isi se keh kar ? 
123,1,"a6a to ye cell phone wala scene aap k 7 b hota ha ?... mjy laga k mein hi aesa karta hun ... and wakaee aaj to news channel hi lgana chaye tha bcz aamir liaqat ka so - called zameer jaag gya ... kal se bakwas kar raha tha ... 1 raat rangers k 7 guzari to hosh aa gya ... rangers ne kaha , ' zara yaad kar ' aamir liaqat tu kya kar raha hapakistan zindabad"
124,1,"a6a ... ub samaj aai k nauman ijaz women clothing per lecture qn dy rahy thy .... article open krny se pehly yaqeen tha mjy k mawra zaroor ho gi is mein , 2nd hand meera ha wo b ... qb to tom boy hay so she looks ok ... aur truck art asim ki jacket se b zyada khoubsurat hota ha ... btw aap ne zardy ki plate maya ali ko miss kar diyawonderful article , thank you very much zahra and fatima"
125,1,aab to quam per ahsan kar lo lotero > itna kma choke ho k nasle khatem nahi kar sakti
126,1,aap to mulk mn tbdeeli lana chahty thy kia ye tbdeeli hy k aik katil aor hero mn frq nhi kr skty
127,1,aaaaaaakh thuuuuuuuuuuuuuuuuuuuuuuuu on your mooooonh originally 0ted by muqadas
128,1,aaj kaa faisla halali aur ghair haslali honay kaa faisla hogaa judges ke wastay
129,1,adalat nay yousaf raza geelani ko kam az kam 3 month ki saza daini chahiyay thi meray khayl k mutabiq judgues nay faisla under presure hu kar diya hai jis say koi bhi ittifaq nai karta aitzaz ahsan ko tu bohat zyada paisay milay hain ya in ka bohat bara chaila hai main tu bass ye kahun gaa ( k bass thora sabar q k jabar k din bohat kam hain ) 
130,1,aeise parogarm chalne hi ni chahiye
131,1,afridi ... ab too patli gali se nikal le ... apni shakal nahen dekhana ... media ko
132,1,"agar zardari ka beta qatal hota to mein dekhta k zardari kia karta ,,,,, meri pakistani awam see guzarash hee k kisi hukamran ko voot na do ,,,, remand devas ne jab katal kia tha to pakistan awam wahan mojud thi un logoon ko chaye tha k remad ko b wahan he katal kar dety ,,,, yeh hukamran pakistan k nahi hen sab pakistani logo bahir niklo aur in begerat hukamranoon ko misar ke tarha dafa kar do ,,,,,,,, "
133,1,agar zulkarnanin na jata to pakistan ye match na harta or na pakistan ki itni beizzati hoti agar is ko kisi ne dhumki di thi to us nay pakistan ke sath acha nahin kia . woh hum sub ka dushman hai . inshallah jald hi pata chal jai ga . 
134,1,agr thori si ghrat ho to cricket se dora ho jao
135,1,"allah ( s . w . t ) khair kare , kia aakhiri saansay le rahe ho hamid mir"
136,1,"allah , ye topic aur kitnay threads mein discuss ho raha hai, bura topic ha ... : wideyed : "
137,1,allah is mulk ke 17 karor awam ke gooongi behri parliment ko awam ke haqooq ki khatar awwaz buland karny ki tofeek de ... !! 
138,1,allah ka shukr hay bijli ki qeemat barhaany or zalimaana slab system per ehtjaaj main pakistan ki ladies bhi shamil ho gai hain ... uk ke dr sahib ki 0itive baton se umeed thi ke awam jaagy gi ... lekun hamain parliment main baithy har us shaks ko jagaana hay ( jiss ne khuda ko jaan deni hay )... allah in ba - ikhtiaar numa be - bus logoon ko tofeek de ke woh bijli ki zalimaana slaib jo 101 units se hi bijli 4 . 96 rupees karny per awwaz buland karein ... ab suna hay 101 units se hi bijli 5 . 36 rupees per unit ki ja rahi hay .... ( to sochen bill kitna aaye ga ) ???? 
139,1,"allah karam hi kare is country pe .... mazk bana k rakh dea hi education ko .... ye log bacho ki base hi kharab ker dete hein to un se agay kya umeed kare ge k wo is mulk ka future hooo ........... her saal combine / seperate ka hi shoor hota he koi haal nhi in k pass to ghar mein hi beth jaye humra futre to secure rehne de .... apne bacho ko uk main parhate hein hum logo ko yahan hi musbeebat mein daal rakha hi ..... don , t mind it .... its a reality .......... "
140,1,"allah kry pakistan ma apni movies r b achi bna start ho jaen r un ma pakistani culture ko he promote kia jaey na k westrn culture ko, abhi tak to western culture hi promote ho raha ha﻿"
141,1,"allah ....: nailbiting : kon bnaye kon khilaye, mazoor ho ker reh gya hon ..: eek ::(:p"
142,1,amir liaqt shayd bhool raha hai k junaid jamshaid ne muafi mangi hai .. or us ka hisaab allah krne wala muafi dainy wala wo .. ye qun apni zubn gndi kr raha or gali etc it ' s not good
143,1,anp ne karachi ki halat kharab kar ke rakhdi hai gulistanejohar mein jafe flates aur plots peh anp walon ne qabza kiya hoa hai sponsored links
144,1,"aoa ! govt ka bas nahi chalta ka wo gharib awam ko kis kis tarah say lootay ? jo cheezin sasti hain un pa tax laga dia , kuch danay k bajay ulta awaam say cheeney jarahe hain . mera khayal mai yah govt nay bohat ghalat kaam kiya hai sms pa 20 paisa tax laga ky . "
145,1,aoa zardari sahab hamarai mulk kay sath kia kerna chahta hain . aik taref say hatay tou dosre terf say hamre zindagi ko tourcher ker raha hein ab bijli ka berhna kabhi a ker aik martba hamare ghero main reh ker daikhe tou nani yaad a jai gi kabi zindgi hamara hokmran kaha say doond ker lay atti hain hamrai awaam pata nahi kon log voot daite hain ain ab allah hafiz hain ager aik or zardari a jai hamre hakoomit main pls pur zoor muzamit kere bijli ke berahanay mai . 
146,1,aoa ! facebook hum musalamano ko apne deen se gumrahi ki taraf le ja rahi hai issey band kar dena chahiye
147,1,aoa ! facebook ko band hona chahya kyounka ye sab ko khusasan musalmano ko gumrah ker rahi ha
148,1,aoa ! facebook ko band kar den is se sirf students ki parhai mutasir nahi ho hri balke saare boys kharab ho gaye hain na apni fience ka khayal karte hain na hi apni wife ka is liye khuda ke liya ise band kar den thanx
149,1,aoa . mera ye manna hai k gharyan aage karne ka faisla bilkul ghalat hai kyon k pakistan main har waqt koi na koi musibat aae rehti hai kabhi doubble sawari pe pabandi aur kabhi kuch is lye mera manna hai k bilkul ghalat hai
150,1,"aoa .. dear countrymates , aj nawaz sahab ny abtabad ma kafi bary ijtimah k samny bary josh ma speech di aur kaha k uny kursi ki lalach nai . yaar nawaz paaji apko aik month pehly zardari uncle ma q koi kharabiyan nazar nai aaien . abi apki seat gai to mulk ko aik dam khatra lahak ho gya ... amazing !!! and zardari should b kicked off 4m pakistan ( our beloved country ) "
151,1,"aoa ... wiki leaks , jo bhi hai such hai ya jhoot hai . is mei america ka koi mufaad hai mujhe is se koi garz nahi .. mujhe garz hai tou iss baat se hai ke hamare politicians apne mulk ke kitne kher khua hain . barey dukh aur sharam k sath k ye mulk ke wafadar nahi . america ko bura kehte hain . atleast apne mulk ke faithful to hain ... wiki leaks se iss baat ka aur bhi gehraa yaqeen ho gaya k ye mulk o qoam k dushman hain"
152,1,aoa ... ham sb muslmano k lie yh 1 almie se kam ni k kafar log jb chae hm muslno k0 use kr skte he kia hamri apni koi soch ni kia ... exmple ab ap saudi arabia ko dekhe itni bri muslman country hone k bawjood is ke hukmran amrici hukmrano k talwe chatte he me to kehta ho dunia me koi mulk sulute k kabal he to wh iran he yh woi log he jin k andr imani taqat majoood he
153,1,arey zalimo ...... abi be koi kasar baqi ha is mulk ko aur azabon me mubtila karne ki ...!! tumhara mulk duuuub raha ha aur ye sirf tumhare amaaal ki waja se !!!!! arey ab to kuch aqal k nakhun lo !! ye sarif gumrahi aur mulk k youngsters ko mazid khharab karne ki sazish ha ... valentines day is not in islam .. therefore it shud not b celebratd !!!! 
154,1,ary & amp ; geo ki jang abhi tak jaari hai . dono channels walay bachchon ki tarah lartay hain . ab agar pakistani aur indian channels kaa bhi tournament hojaye to bara maza aaye . :) 
155,1,"as salam gulamo , pakistan khape , ap sab ko gulami ki buht buht mubarek hai , janb ap ye na soche k sirf ramin davis ko raha kar deya to bus , zera socho k aik din ma jo droon hamle se 80 afrad halak howe hain us k baad ma pakistan ka kya bane ga , ager aik admi k badle aik khud kash dahmaka b howa to paher pakistan ka kya bane ga , acha mere gulamo bahio apna kheyal rekhna , "
156,1,as salam o alaikum meray khayal me gair muslimon k nazdeek sirf or sirf musalman hi dehshatgard hain . is me america or india samet kai countries shamil hain . ye baat sirf un non muslims k lye he jo aesa sochte hain . baaqi is se mustasna hain . hamaray mulk k jo president ya doosre leader jo kisi doosre k kehne pr musalman ka khoon kr rahay hain to ghalat hain . 
157,1,as salam o alaikum mouda dor or is se pehlay ki jo hukomat i he us ko sirf awaam vote de ker muntakhib kerti he . or jab hukomat in k mayar per poora nhi utarti to awaam shor machati he . natija ye hota he kk assembly toot jati he or new party hukomat banati he . wo pehlay se zyada awaam pe zulm o sitam kerti he . phir hukomat hata ker fouj aati he . wo az saray no election kerati he to awaam 1st walay ko chun leti he . halan k jab awaam janti he k is govt ne pehlay kitna zulm kya to ab kitna karay gi . lihaza kharab hukoomat k laanay k pooray pooray zimedar sirf hm awaam hain . ham logon ko ab kisi new ko chunna paray ga . nahi to phir awaam ko shor machane k bajaye khamosh tamashai ban k rehna chahiye . 
158,1,as salam o alaikum !! facebook ka koi faida mujhay tu aaj tak nazar nai aaya ... haan time zaya krna hai tu ye aap k liye tb behtareen sabit ho gi .. bas pix dekh lo . vdoz share kr lo ... commnts diye ` liye .. kuch kam ka nai hai ... ooper se fzool kisam k game nd qz .. jin mei aap aik bar involve ho jain tu indian soaps ki trha wo ap ki jan kbi nai chorte ... bas addiction hi hoti hai
